mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.07103188832600911,0.0028677309283968158,0.005405028661092122,0.0001497276691515206,3,50,"{'max_depth': 3, 'n_estimators': 50}",0.8801329949597131,0.8760425799877474,0.815734763103184,0.8573034460168816,0.02944089472197205,12
0.14737399419148764,0.0012600219625290765,0.007934014002482096,0.00014060125774111013,3,100,"{'max_depth': 3, 'n_estimators': 100}",0.8913583295605767,0.8873558507792311,0.8458188834128684,0.8748443545842255,0.020589049543195497,11
0.29659263292948407,0.0043290895166242386,0.013703346252441406,0.0008852300655765229,3,200,"{'max_depth': 3, 'n_estimators': 200}",0.9026217228464419,0.8911504901713644,0.8383527195446318,0.8773749775208127,0.02798749432563473,10
0.0775140921274821,0.0024566976666299443,0.004915157953898112,0.00011976894824555343,5,50,"{'max_depth': 5, 'n_estimators': 50}",0.9026162589098942,0.9023750706753336,0.887224421297477,0.897405250294235,0.007199606574299396,9
0.1524024804433187,0.0016578803108812934,0.007565418879191081,0.00046525385951273204,5,100,"{'max_depth': 5, 'n_estimators': 100}",0.917605307920144,0.9136054345369149,0.887224421297477,0.9061450545848454,0.013478192751423023,7
0.3392798105875651,0.009556125467917972,0.015593369801839193,0.0027536465432136193,5,200,"{'max_depth': 5, 'n_estimators': 200}",0.9138576779026217,0.9173267922139579,0.8797060493839756,0.9036301731668517,0.016976090296061782,8
0.09147246678670247,0.010471037382804048,0.004996140797932942,0.00011536968591192867,7,50,"{'max_depth': 7, 'n_estimators': 50}",0.9101123595505618,0.9285682054058934,0.8872180451127819,0.9086328700230789,0.016913517395128096,6
0.17828965187072754,0.0054920035223264595,0.00827940305074056,0.00033375821300590244,7,100,"{'max_depth': 7, 'n_estimators': 100}",0.9138576779026217,0.9286305763565819,0.8984890652639999,0.9136591065077345,0.012306021444404406,5
0.3850847880045573,0.009771730810081931,0.013874371846516928,0.0005907023012374087,7,200,"{'max_depth': 7, 'n_estimators': 200}",0.9101148813674299,0.9323582845386928,0.9135081541096578,0.9186604400052601,0.009784401995773854,2
0.10004107157389323,0.001218753494787262,0.005713621775309245,0.00012791111711879164,10,50,"{'max_depth': 10, 'n_estimators': 50}",0.9138455936882572,0.9249567118716903,0.9135375011517797,0.9174466022372423,0.005311938773105249,3
0.19750634829203287,0.0028477156252884896,0.008662700653076172,3.7531557588027125e-05,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.9250936329588015,0.9286848039053767,0.9248162808649847,0.9261982392430544,0.0017619087965270162,1
0.45649274190266925,0.0341425742284637,0.019263426462809246,0.005363321497191309,10,200,"{'max_depth': 10, 'n_estimators': 200}",0.9138600947454947,0.9248425383763254,0.9135081541096578,0.9174035957438259,0.005262088696199209,4
